Gene stable ID	Gene name	Mouse gene stable ID	Mouse gene name	Mouse homology type
ENSG00000196090	PTPRT	ENSMUSG00000053141	Ptprt	ortholog_one2one
ENSG00000158161	EYA3	ENSMUSG00000028886	Eya3	ortholog_one2one
ENSG00000242660	AC015911.1			
ENSG00000218813	AL354719.1			
ENSG00000257648	CYCSP30			
ENSG00000258899	OR4U1P			
ENSG00000155761	SPAG17	ENSMUSG00000027867	Spag17	ortholog_one2one
ENSG00000271551	AL355297.4			
ENSG00000266312	LINC01927			
ENSG00000203972	GLYATL3	ENSMUSG00000091043	Glyatl3	ortholog_one2one
ENSG00000176882	AL135901.1			
ENSG00000167825	OR5I1	ENSMUSG00000068816	Olfr152	ortholog_one2one
ENSG00000173678	SPDYE2B	ENSMUSG00000029586	Spdye4b	ortholog_many2many
ENSG00000173678	SPDYE2B	ENSMUSG00000039296	Spdye4a	ortholog_many2many
ENSG00000205611	LINC01597			
ENSG00000050405	LIMA1	ENSMUSG00000023022	Lima1	ortholog_one2one
ENSG00000147592	LACTB2	ENSMUSG00000025937	Lactb2	ortholog_one2one
ENSG00000184702	SEPT5	ENSMUSG00000072214	Sept5	ortholog_one2one
ENSG00000282968	AGGF1P10			
ENSG00000262566	AL355375.2			
ENSG00000228363	AC015971.1			
ENSG00000248634	AC008588.1			
ENSG00000109771	LRP2BP	ENSMUSG00000031637	Lrp2bp	ortholog_one2one
ENSG00000154473	BUB3	ENSMUSG00000066979	Bub3	ortholog_one2one
ENSG00000270477	AL033523.1			
ENSG00000249884	RNF103-CHMP3	ENSMUSG00000053119	Chmp3	ortholog_one2many
ENSG00000099364	FBXL19	ENSMUSG00000030811	Fbxl19	ortholog_one2one
ENSG00000260852	FBXL19-AS1			
ENSG00000255022	AP000676.2			
ENSG00000254650	MTCYBP41			
ENSG00000106328	FSCN3	ENSMUSG00000029707	Fscn3	ortholog_one2one
ENSG00000271418	AC092747.3			
ENSG00000278458	KANSL1			
ENSG00000278929	AP001784.1			
ENSG00000248803	AC092349.1			
ENSG00000254582	PSMA2P1			
ENSG00000130175	PRKCSH	ENSMUSG00000003402	Prkcsh	ortholog_one2one
ENSG00000228343	AC115618.2			
ENSG00000268001	CARD8-AS1			
ENSG00000204620	AC115618.1			
ENSG00000254547	AC036111.1			
ENSG00000227231	IER3			
ENSG00000261194	LINC01898			
ENSG00000182896	TMEM95	ENSMUSG00000094845	Tmem95	ortholog_one2one
ENSG00000237252	AC233981.1			
ENSG00000130812	ANGPTL6	ENSMUSG00000038742	Angptl6	ortholog_one2one
ENSG00000127419	TMEM175	ENSMUSG00000013495	Tmem175	ortholog_one2one
ENSG00000185100	ADSSL1	ENSMUSG00000011148	Adssl1	ortholog_one2one
ENSG00000070729	CNGB1	ENSMUSG00000031789	Cngb1	ortholog_one2one
ENSG00000203985	LDLRAD1	ENSMUSG00000070877	Ldlrad1	ortholog_one2one
ENSG00000231954	MTND2P22			
ENSG00000187821	HELT	ENSMUSG00000047171	Helt	ortholog_one2one
ENSG00000229237	HMGN1P37			
ENSG00000237722	MTND1P29			
ENSG00000226192	OR2J1			
ENSG00000248616	AC109439.1			
ENSG00000245849	RAD51-AS1			
ENSG00000131462	TUBG1	ENSMUSG00000035198	Tubg1	ortholog_one2one
ENSG00000259178	AC023906.2			
ENSG00000242327	AC023906.1			
ENSG00000110442	COMMD9	ENSMUSG00000027163	Commd9	ortholog_one2one
ENSG00000250357	AC108935.1			
ENSG00000197563	PIGN	ENSMUSG00000056536	Pign	ortholog_one2one
ENSG00000114738	MAPKAPK3	ENSMUSG00000032577	Mapkapk3	ortholog_one2one
ENSG00000235246	AL020993.1			
ENSG00000253309	SERPINE3	ENSMUSG00000091155	Serpine3	ortholog_one2one
ENSG00000229530	AL136097.1			
ENSG00000204699	UBTFL3			
ENSG00000280321	AC129502.1			
ENSG00000254615	AC027031.2			
ENSG00000169495	HTRA4	ENSMUSG00000037406	Htra4	ortholog_one2one
ENSG00000274800	AC007204.2			
ENSG00000146755	TRIM50	ENSMUSG00000053388	Trim50	ortholog_one2many
ENSG00000248885	AC118465.1			
ENSG00000183742	MACC1	ENSMUSG00000041886	Macc1	ortholog_one2one
ENSG00000167798	C3P1			
ENSG00000253167	WASHC5-AS1			
ENSG00000254431	AC084083.1			
ENSG00000126368	NR1D1	ENSMUSG00000020889	Nr1d1	ortholog_one2one
ENSG00000269534	AC011466.3			
ENSG00000217631	FO393413.1			
ENSG00000244653	UBFD1P1			
ENSG00000184924	PTRHD1	ENSMUSG00000096199	Ptrhd1	ortholog_one2one
ENSG00000274290	HIST1H2BE	ENSMUSG00000058385	Hist1h2bg	ortholog_one2one
ENSG00000144724	PTPRG	ENSMUSG00000021745	Ptprg	ortholog_one2one
ENSG00000253118	AC022695.1			
ENSG00000271590	AC108463.3			
ENSG00000263041	AL513324.1			
ENSG00000261777	AC012184.3			
ENSG00000215148	PRSS41	ENSMUSG00000024114	Prss41	ortholog_one2one
ENSG00000233277	LINC01728			
ENSG00000150045	KLRF1			
ENSG00000280719	PCAT5			
ENSG00000273176	AL008635.1			
ENSG00000259430	CERS3-AS1			
ENSG00000253382	POU5F1P2			
ENSG00000211599	IGKV5-2	ENSMUSG00000076508	Igkv17-127	ortholog_one2many
ENSG00000211599	IGKV5-2	ENSMUSG00000076514	Igkv17-121	ortholog_one2many
ENSG00000168938	PPIC	ENSMUSG00000024538	Ppic	ortholog_one2one
ENSG00000228629	AC092295.1			
ENSG00000198930	CSAG1			
ENSG00000247675	LRP4-AS1			
ENSG00000258498	DIO3OS			
ENSG00000143436	MRPL9	ENSMUSG00000028140	Mrpl9	ortholog_one2one
ENSG00000225950	NTF4	ENSMUSG00000074121	Ntf5	ortholog_one2one
ENSG00000211592	IGKC	ENSMUSG00000076609	Igkc	ortholog_one2one
ENSG00000248424	OR51K1P			
ENSG00000258588	TRIM6-TRIM34	ENSMUSG00000056144	Trim34a	ortholog_many2many
ENSG00000258588	TRIM6-TRIM34	ENSMUSG00000090215	Trim34b	ortholog_many2many
ENSG00000246100	LINC00900			
ENSG00000214761	HNRNPA1P15			
ENSG00000225535	LINC01393			
ENSG00000169260	ZNF311			
ENSG00000280296	AL137058.3			
ENSG00000271237	HMGB1P50			
ENSG00000081307	UBA5	ENSMUSG00000032557	Uba5	ortholog_one2one
ENSG00000274810	NPHP3-ACAD11			
ENSG00000186795	KCNK18	ENSMUSG00000040901	Kcnk18	ortholog_one2one
ENSG00000267363	AC092296.3			
ENSG00000142065	ZFP14	ENSMUSG00000053985	Zfp14	ortholog_one2one
ENSG00000255580	AP000462.1			
ENSG00000237103	NCR3			
ENSG00000270423	AP001981.2			
ENSG00000258017	AC011603.2			
ENSG00000263786	AC022211.1			
ENSG00000261666	LINC00560			
ENSG00000257808	AC073573.1			
ENSG00000175216	CKAP5	ENSMUSG00000040549	Ckap5	ortholog_one2one
ENSG00000066468	FGFR2	ENSMUSG00000030849	Fgfr2	ortholog_one2one
ENSG00000223940	KRT8P8			
ENSG00000223967	AL603910.2			
ENSG00000239557	AC092045.1			
ENSG00000253327	RAD21-AS1			
ENSG00000119638	NEK9	ENSMUSG00000034290	Nek9	ortholog_one2one
ENSG00000204437	CTSLP6			
ENSG00000155926	SLA	ENSMUSG00000022372	Sla	ortholog_one2one
ENSG00000254744	AC084855.1			
ENSG00000177034	MTX3	ENSMUSG00000021704	Mtx3	ortholog_one2one
ENSG00000112893	MAN2A1	ENSMUSG00000024085	Man2a1	ortholog_one2one
ENSG00000064199	SPA17	ENSMUSG00000001948	Spa17	ortholog_one2one
ENSG00000229443	LINC00433			
ENSG00000224082	UBTFL8			
ENSG00000258455	AL158801.3			
ENSG00000225289	RPL29P29			
ENSG00000257480	MRPL2P1			
ENSG00000230017	HLA-F-AS1			
ENSG00000239686	AL158801.1			
ENSG00000248440	AC091917.1			
ENSG00000248876	AC091917.2			
ENSG00000230801	AL160175.1			
ENSG00000167635	ZNF146	ENSMUSG00000037029	Zfp146	ortholog_one2one
ENSG00000120533	ENY2			
ENSG00000275825	AC139494.4			
ENSG00000228046	MTCO3P40			
ENSG00000183458	AC138932.1			
ENSG00000240890	AC020633.1			
ENSG00000104960	PTOV1	ENSMUSG00000038502	Ptov1	ortholog_one2one
ENSG00000276122	AC026336.3			
ENSG00000012048	BRCA1	ENSMUSG00000017146	Brca1	ortholog_one2one
ENSG00000229528	AC119677.1			
ENSG00000198879	SFMBT2	ENSMUSG00000061186	Sfmbt2	ortholog_one2one
ENSG00000143374	TARS2	ENSMUSG00000028107	Tars2	ortholog_one2one
ENSG00000259154	DUX4L17			
ENSG00000236651	DLX2-AS1			
ENSG00000234707	AC074351.1			
ENSG00000254482	AP003102.1			
ENSG00000256357	AL132708.1			
ENSG00000273247	AC097376.2			
ENSG00000212659	KRTAP9-6	ENSMUSG00000070335	Krtap9-1	ortholog_many2many
ENSG00000212659	KRTAP9-6	ENSMUSG00000090225	Gm11559	ortholog_many2many
ENSG00000212659	KRTAP9-6	ENSMUSG00000069717	Gm11568	ortholog_many2many
ENSG00000212659	KRTAP9-6	ENSMUSG00000059845	Gm11567	ortholog_many2many
ENSG00000241595	KRTAP9-4	ENSMUSG00000070335	Krtap9-1	ortholog_many2many
ENSG00000241595	KRTAP9-4	ENSMUSG00000090225	Gm11559	ortholog_many2many
ENSG00000241595	KRTAP9-4	ENSMUSG00000069717	Gm11568	ortholog_many2many
ENSG00000241595	KRTAP9-4	ENSMUSG00000059845	Gm11567	ortholog_many2many
ENSG00000185742	C11orf87	ENSMUSG00000078307	AI593442	ortholog_one2one
ENSG00000278212	AC134878.2			
ENSG00000234692	AL355601.1			
ENSG00000169194	IL13	ENSMUSG00000020383	Il13	ortholog_one2one
ENSG00000183955	KMT5A	ENSMUSG00000049327	Kmt5a	ortholog_one2one
ENSG00000274480	KIR3DL3			
ENSG00000159184	HOXB13	ENSMUSG00000049604	Hoxb13	ortholog_one2one
ENSG00000232938	RPL23AP87			
ENSG00000197536	C5orf56			
ENSG00000279143	AC139099.4			
ENSG00000227413	AL022238.1			
ENSG00000157445	CACNA2D3	ENSMUSG00000021991	Cacna2d3	ortholog_one2one
ENSG00000251552	COQ10BP2			
ENSG00000279340	AC090617.8			
ENSG00000255167	AC090857.2			
ENSG00000271309	AC140113.2			
ENSG00000196156	KRTAP4-3	ENSMUSG00000078261	Gm11596	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000078259	Gm11554	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000078262	Krtap4-9	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000078258	Gm11564	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000048294	Krtap4-13	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000078260	Gm11569	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000078668	Gm11595	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000075566	Krtap4-6	ortholog_one2many
ENSG00000196156	KRTAP4-3	ENSMUSG00000089724	Krtap4-8	ortholog_one2many
ENSG00000271365	AC140113.3			
ENSG00000239705	AL354710.2			
ENSG00000125826	RBCK1	ENSMUSG00000027466	Rbck1	ortholog_one2one
ENSG00000236770	AC079325.1			
ENSG00000225632	AL161644.1			
ENSG00000275638	AC011939.3			
ENSG00000106266	SNX8	ENSMUSG00000029560	Snx8	ortholog_one2one
ENSG00000243406	MRPS31P5			
ENSG00000231737	PPP1R10			
ENSG00000080845	DLGAP4	ENSMUSG00000061689	Dlgap4	ortholog_one2one
ENSG00000170234	PWWP2A	ENSMUSG00000044950	Pwwp2a	ortholog_one2one
ENSG00000235372	ETF1P1			
ENSG00000178202	KDELC2	ENSMUSG00000034487	Kdelc2	ortholog_one2one
ENSG00000166261	ZNF202	ENSMUSG00000025602	Zfp202	ortholog_one2one
ENSG00000152413	HOMER1	ENSMUSG00000007617	Homer1	ortholog_one2one
ENSG00000213755	AC093270.1			
ENSG00000227045	AL589765.1			
ENSG00000250906	AC131953.1			
ENSG00000264272	AC100786.1			
ENSG00000165949	IFI27	ENSMUSG00000064215	Ifi27	ortholog_one2one
ENSG00000176978	DPP7	ENSMUSG00000026958	Dpp7	ortholog_one2one
ENSG00000234667	ACTBP13			
ENSG00000090097	PCBP4	ENSMUSG00000023495	Pcbp4	ortholog_one2one
ENSG00000257586	AC018448.2			
ENSG00000236208	C10orf71-AS1			
ENSG00000070404	FSTL3	ENSMUSG00000020325	Fstl3	ortholog_one2one
ENSG00000254387	MYL12AP1			
ENSG00000264750	AC032019.1			
ENSG00000205847	OR7E91P			
ENSG00000278035	AL121895.2			
ENSG00000267666	AC004156.1			
ENSG00000265010	AC087301.1			
ENSG00000206285	B3GALT4			
ENSG00000272559	OR51F3P			
ENSG00000255982	NXPE2P1			
ENSG00000256533	AP002373.2			
ENSG00000283599	BX276092.9	ENSMUSG00000071749	4933412E24Rik	ortholog_many2many
ENSG00000283599	BX276092.9	ENSMUSG00000046774	8030474K03Rik	ortholog_many2many
ENSG00000283599	BX276092.9	ENSMUSG00000045010	Gm4779	ortholog_many2many
ENSG00000230934	BX276092.4			
ENSG00000213757	AC020898.1			
ENSG00000138785	INTS12	ENSMUSG00000028016	Ints12	ortholog_one2one
ENSG00000233476	EEF1A1P6			
ENSG00000100373	UPK3A	ENSMUSG00000022435	Upk3a	ortholog_one2one
ENSG00000229069	OR2J4P			
ENSG00000229195	AC009495.1			
ENSG00000235192	AC009495.3			
ENSG00000227036	LINC00511			
ENSG00000259528	AC068397.1			
ENSG00000230163	AL122010.1			
ENSG00000255811	AL121988.1			
ENSG00000249857	AC027338.2			
ENSG00000189433	GJB4	ENSMUSG00000046623	Gjb4	ortholog_one2one
ENSG00000041982	TNC	ENSMUSG00000028364	Tnc	ortholog_one2one
ENSG00000267109	AC011990.1			
ENSG00000135272	MDFIC	ENSMUSG00000041390	Mdfic	ortholog_one2one
ENSG00000230258	AC005208.1			
ENSG00000280422	AC115284.2			
ENSG00000267184	AC002545.1			
ENSG00000241562	RPL7P5			
ENSG00000113811	SELENOK	ENSMUSG00000042682	Selenok	ortholog_one2one
ENSG00000243224	AC006252.1			
ENSG00000107021	TBC1D13	ENSMUSG00000039678	Tbc1d13	ortholog_one2one
ENSG00000154263	ABCA10			
ENSG00000273082	Z73429.1			
ENSG00000227344	HAUS6P1			
ENSG00000187753	C9orf153	ENSMUSG00000049902	4921517D22Rik	ortholog_one2one
ENSG00000250522	AC004066.2			
ENSG00000081052	COL4A4	ENSMUSG00000067158	Col4a4	ortholog_one2one
ENSG00000230423	AL731684.2			
ENSG00000234950	RBMY2OP			
ENSG00000225532	AL731684.1			
ENSG00000284196	AL158064.2			
ENSG00000280177	AC004408.2			
ENSG00000225484	NUTM2B-AS1			
ENSG00000250567	AC010406.1			
ENSG00000117597	DIEXF	ENSMUSG00000016181	Diexf	ortholog_one2one
ENSG00000231583	AC108938.1			
ENSG00000082293	COL19A1	ENSMUSG00000026141	Col19a1	ortholog_one2one
ENSG00000230371	KARSP2			
ENSG00000134640	MTNR1B			
ENSG00000256092	AC137767.1			
ENSG00000227080	AC012441.1			
ENSG00000227233	CICP17			
ENSG00000111796	KLRB1	ENSMUSG00000079298	Klrb1b	ortholog_one2many
ENSG00000111796	KLRB1	ENSMUSG00000030361	Klrb1a	ortholog_one2many
ENSG00000111796	KLRB1	ENSMUSG00000107872	Gm44511	ortholog_one2many
ENSG00000111796	KLRB1	ENSMUSG00000030325	Klrb1c	ortholog_one2many
ENSG00000111796	KLRB1	ENSMUSG00000079299	Klrb1	ortholog_one2many
ENSG00000111796	KLRB1	ENSMUSG00000030154	Klrb1f	ortholog_one2many
ENSG00000123411	IKZF4	ENSMUSG00000002578	Ikzf4	ortholog_one2one
ENSG00000218475	ACTG1P18			
ENSG00000134057	CCNB1	ENSMUSG00000041431	Ccnb1	ortholog_one2one
ENSG00000255287	SNRPGP16			
ENSG00000231140	BX005214.2			
ENSG00000227532	AC002542.1			
ENSG00000228368	AC106873.1			
ENSG00000224429	LINC00539			
ENSG00000011083	SLC6A7	ENSMUSG00000052026	Slc6a7	ortholog_one2one
ENSG00000175213	ZNF408	ENSMUSG00000075040	Zfp408	ortholog_one2one
ENSG00000147381	MAGEA4			
ENSG00000198538	ZNF28	ENSMUSG00000100617	Gm7145	ortholog_many2many
ENSG00000198538	ZNF28	ENSMUSG00000101303	B020011L13Rik	ortholog_many2many
ENSG00000198538	ZNF28	ENSMUSG00000100305	Gm28360	ortholog_many2many
ENSG00000213711	PHBP7			
ENSG00000182674	KCNB2	ENSMUSG00000092083	Kcnb2	ortholog_one2one
ENSG00000268282	AC010328.2			
ENSG00000212710	CTAGE1	ENSMUSG00000021000	Ctage5	ortholog_one2many
ENSG00000277356	KIR2DL1			
ENSG00000257501	AC007424.1			
ENSG00000257157	AC018659.1			
ENSG00000237628	MTCO2P19			
ENSG00000256673	AC141557.1			
ENSG00000231722	AC012075.1			
ENSG00000280124	AP003485.2			
ENSG00000237759	AL590483.2			
ENSG00000262533	AC090617.4			
ENSG00000229006	TRIM27			
ENSG00000112655	PTK7	ENSMUSG00000023972	Ptk7	ortholog_one2one
ENSG00000137409	MTCH1	ENSMUSG00000024012	Mtch1	ortholog_one2one
ENSG00000267395	DM1-AS			
ENSG00000232536	AL365436.2			
ENSG00000113721	PDGFRB	ENSMUSG00000024620	Pdgfrb	ortholog_one2one
ENSG00000260176	AC141586.2			
ENSG00000279573	AC134407.2			
ENSG00000241577	AC060234.3			
ENSG00000233665	AC060234.2			
ENSG00000255051	BCAS2P1			
ENSG00000074370	ATP2A3	ENSMUSG00000020788	Atp2a3	ortholog_one2one
ENSG00000154723	ATP5J	ENSMUSG00000022890	Atp5j	ortholog_one2one
ENSG00000255808	AP003065.1			
ENSG00000143776	CDC42BPA	ENSMUSG00000026490	Cdc42bpa	ortholog_one2one
ENSG00000145740	SLC30A5	ENSMUSG00000021629	Slc30a5	ortholog_one2one
ENSG00000198251	CYP2A7P2			
ENSG00000264790	AC021382.2			
ENSG00000226884	RPS29P10			
ENSG00000265555	LINC01903			
ENSG00000264630	PRKCA-AS1			
ENSG00000236007	MTCO1P46			
ENSG00000232631	MTND2P23			
ENSG00000273234	OR2A13P			
ENSG00000136839	OR13C9	ENSMUSG00000082216	Olfr271-ps1	ortholog_one2many
ENSG00000266588	AC006441.4			
ENSG00000276119	OR13C2	ENSMUSG00000082216	Olfr271-ps1	ortholog_one2many
ENSG00000186943	OR13C8	ENSMUSG00000051593	Olfr272	ortholog_one2one
ENSG00000276768	AL121890.2			
ENSG00000237049	RPL34P1			
ENSG00000240096	AL132838.1			
ENSG00000267512	AC011446.1			
ENSG00000239642	MEIKIN	ENSMUSG00000020332	Meikin	ortholog_one2one
ENSG00000225561	LINC01710			
ENSG00000139163	ETNK1	ENSMUSG00000030275	Etnk1	ortholog_one2one
ENSG00000274885	AC087241.4			
ENSG00000269945	AC004817.4			
ENSG00000268886	AC022150.1			
ENSG00000072201	LNX1	ENSMUSG00000029228	Lnx1	ortholog_one2one
ENSG00000163114	PDHA2	ENSMUSG00000047674	Pdha2	ortholog_one2one
ENSG00000251034	AC037459.2			
ENSG00000177398	UMODL1	ENSMUSG00000054134	Umodl1	ortholog_one2one
ENSG00000249971	AC104116.1			
ENSG00000218890	NUFIP1P			
ENSG00000279584	AC005593.1			
ENSG00000230417	LINC00595			
ENSG00000113282	CLINT1	ENSMUSG00000006169	Clint1	ortholog_one2one
ENSG00000063177	RPL18	ENSMUSG00000059070	Rpl18	ortholog_one2one
ENSG00000226750	AL360271.2			
ENSG00000234586	AL161449.1			
ENSG00000180287	PLD5	ENSMUSG00000055214	Pld5	ortholog_one2one
ENSG00000255540	AP003122.5			
ENSG00000255486	AP003122.4			
ENSG00000168228	ZCCHC4	ENSMUSG00000029179	Zcchc4	ortholog_one2one
ENSG00000108405	P2RX1	ENSMUSG00000020787	P2rx1	ortholog_one2one
ENSG00000127084	FGD3	ENSMUSG00000037946	Fgd3	ortholog_one2one
ENSG00000145439	CBR4	ENSMUSG00000031641	Cbr4	ortholog_one2one
ENSG00000250594	AC108145.1			
ENSG00000279163	AP003122.6			
ENSG00000258890	CEP95	ENSMUSG00000018372	Cep95	ortholog_one2one
ENSG00000274629	AC073052.2			
ENSG00000254789	AC073172.1			
ENSG00000280426	AC084876.2			
ENSG00000229962	AP000221.1			
ENSG00000230508	RPL19P21			
ENSG00000258770	LINC02330			
ENSG00000226038	PPIAP21			
ENSG00000270959	LPP-AS2			
ENSG00000157322	CLEC18A	ENSMUSG00000033633	Clec18a	ortholog_one2many
ENSG00000213236	YWHAZP2			
ENSG00000254577	AC087276.1			
ENSG00000094880	CDC23	ENSMUSG00000024370	Cdc23	ortholog_one2one
ENSG00000231470	HMGB3P2			
ENSG00000230280	HNRNPA1P59			
ENSG00000230153	AF274573.1			
ENSG00000234146	AKAP8P1			
ENSG00000178607	ERN1	ENSMUSG00000020715	Ern1	ortholog_one2one
ENSG00000279170	AL137784.3			
ENSG00000232100	LINC01653			
ENSG00000221995	TIAF1			
ENSG00000249169	AC026780.1			
ENSG00000255088	AC013828.2			
ENSG00000249776	AC124854.1			
ENSG00000236800	AC068898.1			
ENSG00000248826	PCBP2P3			
ENSG00000256001	AC079949.1			
ENSG00000259047	AL163153.1			
ENSG00000177243	DEFB103B	ENSMUSG00000046354	Defb14	ortholog_one2many
ENSG00000224383	PRR29	ENSMUSG00000009210	Prr29	ortholog_one2one
ENSG00000167394	ZNF668	ENSMUSG00000049728	Zfp668	ortholog_one2one
ENSG00000262484	CCER2	ENSMUSG00000096257	Ccer2	ortholog_one2one
ENSG00000172586	CHCHD1	ENSMUSG00000063787	Chchd1	ortholog_one2one
ENSG00000262454	MIR193BHG			
ENSG00000163344	PMVK	ENSMUSG00000027952	Pmvk	ortholog_one2one
ENSG00000227460	SYNGAP1			
ENSG00000234363	PPIAP27			
ENSG00000277013	AC008556.1			
ENSG00000254495	AP000487.2			
ENSG00000245556	SCAMP1-AS1			
ENSG00000255539	AP002336.3			
ENSG00000282353	AC234635.1			
ENSG00000077616	NAALAD2	ENSMUSG00000043943	Naalad2	ortholog_one2one
ENSG00000155846	PPARGC1B	ENSMUSG00000033871	Ppargc1b	ortholog_one2one
ENSG00000250834	KRT18P54			
ENSG00000248104	TARS2P1			
ENSG00000162670	BRINP3	ENSMUSG00000035131	Brinp3	ortholog_one2one
ENSG00000250338	AC095057.2			
ENSG00000213174	AC026316.1			
ENSG00000244278	AP000235.1			
ENSG00000171222	SCAND1	ENSMUSG00000046229	Scand1	ortholog_one2one
ENSG00000258718	LINC02311			
ENSG00000139350	NEDD1	ENSMUSG00000019988	Nedd1	ortholog_one2one
ENSG00000132300	PTCD3	ENSMUSG00000063884	Ptcd3	ortholog_one2one
ENSG00000130766	SESN2	ENSMUSG00000028893	Sesn2	ortholog_one2one
ENSG00000255065	AP002001.2			
ENSG00000227948	AC003989.1			
ENSG00000248103	AC008443.3			
ENSG00000111331	OAS3	ENSMUSG00000032661	Oas3	ortholog_one2one
ENSG00000225006	AL929288.1			
ENSG00000167088	SNRPD1	ENSMUSG00000002477	Snrpd1	ortholog_one2one
ENSG00000283667	AC009802.1			
ENSG00000170545	SMAGP	ENSMUSG00000053559	Smagp	ortholog_one2one
ENSG00000159618	ADGRG5	ENSMUSG00000061577	Adgrg5	ortholog_one2one
ENSG00000257452	AC004551.1			
ENSG00000107821	KAZALD1	ENSMUSG00000025213	Kazald1	ortholog_one2one
ENSG00000236372	AL353052.2			
ENSG00000184260	HIST2H2AC	ENSMUSG00000068855	Hist2h2ac	ortholog_one2many
ENSG00000184260	HIST2H2AC	ENSMUSG00000063954	Hist2h2aa2	ortholog_one2many
ENSG00000250762	Z99943.2			
ENSG00000282573	AC100803.5			
ENSG00000198553	KCNRG	ENSMUSG00000046168	Kcnrg	ortholog_one2one
ENSG00000140992	PDPK1	ENSMUSG00000024122	Pdpk1	ortholog_one2one
ENSG00000261093	AC141586.3			
ENSG00000233937	AC008443.1			
ENSG00000266844	AC093330.1			
ENSG00000282363	AC006518.6			
ENSG00000204469	PRRC2A	ENSMUSG00000024393	Prrc2a	ortholog_one2one
ENSG00000239716	AC079943.1			
ENSG00000127578	WFIKKN1	ENSMUSG00000071192	Wfikkn1	ortholog_one2one
ENSG00000227277	RNF5			
ENSG00000250566	UGT2B29P			
ENSG00000275454	AC105020.6			
ENSG00000151929	BAG3	ENSMUSG00000030847	Bag3	ortholog_one2one
ENSG00000244313	AC024293.1			
ENSG00000274702	AL357559.1			
ENSG00000236766	MDC1-AS1			
ENSG00000224587	MDC1			
ENSG00000205129	C4orf47	ENSMUSG00000071103	1700029J07Rik	ortholog_one2one
ENSG00000177770	CDKN2AIPNLP1			
ENSG00000137628	DDX60	ENSMUSG00000037921	Ddx60	ortholog_one2one
ENSG00000253618	GRPEL2-AS1			
ENSG00000248369	AC114741.1			
ENSG00000228099	RPL12P1			
ENSG00000226059	HMGB3P20			
ENSG00000213787	RPL7AP38			
ENSG00000139718	SETD1B	ENSMUSG00000038384	Setd1b	ortholog_one2one
ENSG00000282803	TRBV5-1			
ENSG00000283542	OASL2P			
ENSG00000223484	TRPC6P			
ENSG00000231210	LINC01510			
ENSG00000196419	XRCC6	ENSMUSG00000022471	Xrcc6	ortholog_one2one
ENSG00000235776	AC000089.1			
ENSG00000281772	AC019226.2			
ENSG00000253651	SOD1P3			
ENSG00000233532	LINC00460			
ENSG00000099814	CEP170B	ENSMUSG00000072825	Cep170b	ortholog_one2one
ENSG00000236979	NCR3			
ENSG00000188243	COMMD6	ENSMUSG00000075486	Commd6	ortholog_one2one
ENSG00000258701	LINC00638			
ENSG00000253282	AP001330.1			
ENSG00000253679	AP001330.2			
ENSG00000136634	IL10	ENSMUSG00000016529	Il10	ortholog_one2one
ENSG00000109511	ANXA10	ENSMUSG00000031635	Anxa10	ortholog_one2one
ENSG00000213873	PPIAP86			
ENSG00000134460	IL2RA	ENSMUSG00000026770	Il2ra	ortholog_one2one
ENSG00000248367	AC008610.1			
ENSG00000232397	OR10C1			
ENSG00000232525	SS18L2P1			
ENSG00000227168	RPL35AP4			
ENSG00000268560	AC010636.1			
ENSG00000231040	LINC01911			
ENSG00000004864	SLC25A13	ENSMUSG00000015112	Slc25a13	ortholog_one2one
ENSG00000224451	ATP5F1P1			
ENSG00000239382	ALKBH6	ENSMUSG00000042831	Alkbh6	ortholog_one2one
ENSG00000256243	RPL7AP3			
ENSG00000234901	MTND6P13			
ENSG00000254660	AP002512.2			
ENSG00000254490	OR5M7P			
ENSG00000124333	VAMP7	ENSMUSG00000051412	Vamp7	ortholog_one2one
ENSG00000225662	AC012519.1			
ENSG00000233844	KCNQ5-IT1			
ENSG00000138663	COPS4	ENSMUSG00000035297	Cops4	ortholog_one2one
ENSG00000145808	ADAMTS19	ENSMUSG00000053441	Adamts19	ortholog_one2one
ENSG00000150261	OR8K1	ENSMUSG00000075197	Olfr1046	ortholog_one2one
ENSG00000176198	OR11H4	ENSMUSG00000057179	Olfr747	ortholog_one2many
ENSG00000176198	OR11H4	ENSMUSG00000059069	Olfr749	ortholog_one2many
ENSG00000258806	OR11H7	ENSMUSG00000058188	Olfr746	ortholog_one2many
ENSG00000258806	OR11H7	ENSMUSG00000060084	Olfr748	ortholog_one2many
ENSG00000132693	CRP	ENSMUSG00000037942	Crp	ortholog_one2one
ENSG00000284728	AF228730.8			
ENSG00000258205	AC079598.5			
ENSG00000154175	ABI3BP	ENSMUSG00000035258	Abi3bp	ortholog_one2one
ENSG00000278399	AC026120.1			
ENSG00000263083	TAS2R64P			
ENSG00000262293	AC242308.1			
ENSG00000214249	CTAGE11P			
ENSG00000272718	AC006518.3			
